$GNGGA,074508.00,4003.275269,N,11617.783494,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074509.00,4003.275210,N,11617.783499,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074510.00,4003.275169,N,11617.783491,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074511.00,4003.275129,N,11617.783460,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074512.00,4003.275099,N,11617.783487,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074513.00,4003.275046,N,11617.783489,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074514.00,4003.274986,N,11617.783487,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074515.00,4003.275007,N,11617.783444,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074516.00,4003.274963,N,11617.783448,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074517.00,4003.274930,N,11617.783448,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074518.00,4003.274886,N,11617.783463,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074519.00,4003.274823,N,11617.783498,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074520.00,4003.274826,N,11617.783483,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074521.00,4003.274849,N,11617.783518,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074522.00,4003.274832,N,11617.783598,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074523.00,4003.274815,N,11617.783646,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074524.00,4003.274767,N,11617.783717,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074525.00,4003.274785,N,11617.783782,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074526.00,4003.274825,N,11617.783770,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074527.00,4003.274800,N,11617.783863,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074528.00,4003.274782,N,11617.783861,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074529.00,4003.274783,N,11617.783826,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074530.00,4003.274807,N,11617.783840,E,1,15,0.96,39.8,M,-8.7,M,,*
$GNGGA,074531.00,4003.274807,N,11617.783857,E,1,15,0.96,39.8,M,-8.7,M,,*
